,artist,description,height,image,price,size,title,url_id,width,area,price_sqin,price_class,avg_r_value,avg_g_value,avg_b_value,avg_hue,avg_saturation,avg_value
2798,dana gluckstein,"Signed, dated and 1 of 12 on artist label on verso.",44.0,http://ecx.images-amazon.com/images/I/41pO4DD1kGL._QL70_.jpg,8500.0,"[u'44', u'44 in.']","Himba Woman (With Cowhide Headdress), Namibia,",B00E58TU18,44.0,1936.0,4.39049586777,3.0,166.1232,162.30388,158.636736,18.309808,23.067476,166.163356
2799,shawn burkard,,24.0,http://ecx.images-amazon.com/images/I/51x5vX%2BJ0vL._QL70_.jpg,1000.0,"[u'24', u'20 in.']","Hinkydink (play pin ramshackle),",B00GI58AJE,20.0,480.0,2.08333333333,3.0,71.6327664671,117.252287425,168.942197605,82.3869041916,153.84560479,178.53005988
2800,bonnie lammar,"colorful and painterly photograph of a hobie cat race in the blue waters with a serene landscape background...dreamlike quality. each signed and numbered. Image would look great in a 12 x 12 frame with 4"" matting.",12.0,http://ecx.images-amazon.com/images/I/51XWix0obCL._QL70_.jpg,375.0,"[u'12', u'12 in.']","hobie cat circling,",B00DPXCHL4,12.0,144.0,2.60416666667,3.0,193.41656,207.68394,180.914952,46.657564,35.801152,208.376516
2801,bonnie lammar,"colorful and painterly photograph of a hobie cat sailboat race beginning with a serene landscape background...dreamlike quality. each signed and numbered. printed on matte fine art photo rag with archival inks. Image is 12 x 12 and would look great in a 20 x 20 frame with 4"" matting.",12.0,http://ecx.images-amazon.com/images/I/51QqSgdj0AL._QL70_.jpg,375.0,"[u'12', u'12 in.']","hobie cats beached,",B00DPXCJLC,12.0,144.0,2.60416666667,3.0,193.238932,204.136668,183.599504,52.976596,34.352072,206.113976
2802,mark sublette,Edition 1 of 5.,15.0,http://ecx.images-amazon.com/images/I/51FG-6q5%2BkL._QL70_.jpg,950.0,"[u'15', u'20', u'0.25 in.']","Hole to the Mesa,",B00MOYAIPM,20.0,300.0,3.16666666667,3.0,105.585534759,90.8968609626,95.697973262,76.9965935829,87.0806470588,116.853657754
2803,mikel covey,,24.0,http://ecx.images-amazon.com/images/I/61arnEnXLWL._QL70_.jpg,1500.0,"[u'24', u'24', u'1 in.']","Hollyhocks 9,",B00SG577FC,24.0,576.0,2.60416666667,3.0,101.78008,98.870068,82.278752,34.673632,78.76962,103.4017
2804,joel degrand,"China Photographs from my book titled ""Mysteries of China"" published in 2008.",20.0,http://ecx.images-amazon.com/images/I/615XO3qG52L._QL70_.jpg,3500.0,"[u'20', u'24', u'0.3 in.']","Hutong, Beijing, China,",B00J3ENDXA,24.0,480.0,7.29166666667,3.0,151.828716867,127.139036145,85.3624277108,48.6630421687,118.559385542,157.312716867
2805,nicholas bell,"Title: Hyatt Lane Image Size: 16 x 11 / print only / limited edition of 50 Printed with a border for easy matting. This is a warm color toned archival pigment print made on Canson Baryta Photographique Paper, a museum quality paper with a satin finish. Comes signed, dated and numbered on the back with COA. Ships flat and is carefully packaged for safe delivery.",11.0,http://ecx.images-amazon.com/images/I/51X9a0h3VnL._QL70_.jpg,212.0,"[u'11', u'16 in.']","Hyatt Lane,",B00DQ06QXQ,16.0,176.0,1.20454545455,2.0,150.460302326,147.726593023,132.460784884,33.2772965116,34.417872093,151.129372093
2806,joseph shields,"Archival Ink Jet Print. Signed Limited Edition #1 of 10. Printed on museum quality paper with torn edges and floated in 24"" x 30"" off white mat. Paper size is @ 18"" x 22"". ABOUT MY PRINTS My photographs presented here for Zatista are sold as archival ink jet prints on museum quality paper, the same medium I currently use for all my exhibition work. Prices listed are for matted prints. Mats are most usually off white in color (if another color is used, it will be noted). I leave a white border around the image on the prints and then tear the paper at the border edges. The prints are ""floated"" in the mat, with torn edges exposed, giving emphasis that these are original works on paper. Paper sizes listed may be off just a fraction since each sheet is individually hand torn. Feel free to contact me at if you have questions about how the photographs are presented or want to discuss a different presentation than what I describe here. I work with a master printer and offer my photographs in very limited, signed editions and each in one size only. Many of the images I offer on the Zatista site have been exhibited and included in the permanent collections of museums and cultural institutions across the country and around the world. Thanks so much for your interest in my work. Joseph Shields",24.0,http://ecx.images-amazon.com/images/I/41SC35e-LFL._QL70_.jpg,750.0,"[u'24', u'30', u'1 in.']","Hypotenuse Study #3,",B01CNF0QZI,30.0,720.0,1.04166666667,2.0,78.062304878,83.360195122,106.088670732,77.4036890244,193.917170732,148.171365854
2807,achraf baznani,,20.0,http://ecx.images-amazon.com/images/I/51Q-tzr-9aL._QL70_.jpg,250.0,"[u'20', u'20', u'1 in.']","I Caught A Snail,",B016J15C2O,20.0,400.0,0.625,1.0,133.070108,108.661252,96.188204,16.508288,98.941564,133.29546
2808,vanessa prestage,"From the series, ""Hidden Histories of the Thomaston Mill"". ""What I found there was a magical place, left to be completely affected by time, yet somehow outside of temporal constraints as well."" - VP Taken in one of the many defunct textile mills in my hometown, with a vintage medium format camera. The window wall changes from season to season, but always retains it's strange beauty, and never fails to captivate me. Signed and dated verso. Professionally printed using archival materials.",20.0,http://ecx.images-amazon.com/images/I/51Q7XRCB7VL._QL70_.jpg,435.0,"[u'20', u'20', u'0.1 in.']","I Dream in Azure,",B00DPXYPFU,20.0,400.0,1.0875,2.0,71.130888,87.897528,87.968456,82.345096,92.391768,91.304968
2809,neil folberg,,24.0,http://ecx.images-amazon.com/images/I/61Kf4naLUWL._QL70_.jpg,2800.0,"[u'24', u'32 in.']","I lift my eyes in search of other sweet fruit,",B00YB7VDX6,32.0,768.0,3.64583333333,3.0,91.5695828877,81.5192994652,53.3643315508,27.1177165775,138.847336898,95.9751016043
2810,rose erato,"Serengeti National Park, Tanzania.",16.0,http://ecx.images-amazon.com/images/I/51Qdy3A-uUL._QL70_.jpg,475.0,"[u'16', u'24 in.']","I Said No,",B00FSXZ17Q,24.0,384.0,1.23697916667,2.0,136.474456456,115.699615616,90.3058078078,37.5049189189,101.88584985,137.971645646
2811,jon glaser,"A flower at one of Maui's many tropical gardens. All images are available in the following sizes: 13x19 unframed on Luster photographic paper - 17x25 unframed on Luster photographic paper - 20x30 Printed on Metallic and Mounted on Plexiglass -$1100 Limited to 9 Artist Proof editions in a particular size. They will be signed and numbered on the back of the image. I print all images using the latest technology, the highest-quality papers, and newest archival inks. Additionally, I include a 5mm white border to ensure proper handling that eliminates the potential for fingerprints.",24.0,http://ecx.images-amazon.com/images/I/4171TggSdWL._QL70_.jpg,500.0,"[u'24', u'16', u'0.1 in.']","I See You,",B00IIANVTQ,16.0,384.0,1.30208333333,2.0,63.1230810811,77.4884264264,38.2789189189,58.3007807808,166.975555556,85.7156456456
2812,norman lerner,"This is part of a series called ""Stories"" where the viewer participates in creating their own story about the person in the portrait. Although the image is offered in a 13""x19"" format, clients have displayed the portraits in much larger sizes which become immeasurably more eye catching. Prices quoted on request",19.0,http://ecx.images-amazon.com/images/I/51BI4VxxVhL._QL70_.jpg,430.0,"[u'19', u'13', u'0.1 in.']","I See You,",B01CY1DBBC,13.0,247.0,1.74089068826,2.0,188.876268293,176.940721951,170.125209756,22.6890195122,50.9244829268,189.724331707
2813,giacomo giannini,abstract landscape,28.74,http://ecx.images-amazon.com/images/I/51O7PTrpkVL._QL70_.jpg,2500.0,"[u'28.74', u'23.62', u'0.2 in.']","I trucchi della Gigantessa,",B00P0736ZY,23.62,678.8388,3.68275944156,3.0,70.68702,66.21004,66.719295,103.817705,47.66608,73.293805
2814,jessica backhaus,,40.0,http://ecx.images-amazon.com/images/I/41ANKnywXcL._QL70_.jpg,7200.0,"[u'40', u'50 in.']","I Wanted To See The World #100 40x50 IN,",B00EIPJQ4E,50.0,2000.0,3.6,3.0,128.491081081,119.932312312,119.069129129,72.8616756757,71.5671771772,144.571825826
2815,eric rosenwald,"Photo taken at Ibex Dunes, in the southern portion of Death Valley National Park. Camera is pointed south. Wall-mountable, ready-to-hang print with backing/structure and holes to hang the piece.",20.0,http://ecx.images-amazon.com/images/I/41wyM3FiexL._QL70_.jpg,330.0,"[u'20', u'30', u'2 in.']","Ibex Dunes,",B01ER17T0G,30.0,600.0,0.55,1.0,86.9796396396,103.358936937,130.49233033,73.4477897898,116.969165165,138.161393393
2816,eric rosenwald,"Photo taken in the southern portion of Death Valley National Park, near the Ibex Hills. Wall-mountable, ready-to-hang print with backing/structure and holes to hang the piece.",20.0,http://ecx.images-amazon.com/images/I/51-Y3DfBxjL._QL70_.jpg,330.0,"[u'20', u'30', u'2 in.']","Ibex Dunes Sandy Ridge,",B01ER17UN2,30.0,600.0,0.55,1.0,89.8581081081,108.336576577,127.38993994,80.9212852853,110.844126126,136.804618619
2817,eric rosenwald,"Photo taken in the southern portion of Death Valley National Park during the Spring 2016 wildflower 'superbloom'. Wall-mountable, ready-to-hang print with backing/structure and holes to hang the piece.",20.0,http://ecx.images-amazon.com/images/I/51pCdKIGPUL._QL70_.jpg,330.0,"[u'20', u'30', u'2 in.']","Ibex Dunes Wildflower Sunset,",B01ER17TSS,30.0,600.0,0.55,1.0,137.74442042,121.514624625,105.475435435,47.8742942943,94.5264984985,145.84157958
2818,thurston howes,limited edition of signed and numbered photograph. printed on hahmennhule fine art paper. can be printed different sizes as well.,9.3,http://ecx.images-amazon.com/images/I/51LQbdwt8FL._QL70_.jpg,450.0,"[u'9.3', u'14', u'0.1 in.']",Ice #1,B00DPX9ACS,14.0,130.2,3.45622119816,3.0,167.833829268,166.81445122,170.685890244,112.408237805,7.86145121951,171.297091463
2819,owner kanzler,,22.0,http://ecx.images-amazon.com/images/I/41JfgyHCapL._QL70_.jpg,900.0,"[u'22', u'28 in.']","Ice Boats, Navesink River, Red Bank, New Jerse,",B00DYI1DLK,28.0,616.0,1.46103896104,2.0,107.36122449,122.844255102,130.71855102,98.8929234694,47.4134030612,130.976316327
2820,owner kanzler,,22.0,http://ecx.images-amazon.com/images/I/51oCueTdOeL._QL70_.jpg,900.0,"[u'22', u'28 in.']","Ice Breaking, Sandy Hook Bay, Atlantic Highlands, New Jersey,",B00DYHXRNI,28.0,616.0,1.46103896104,2.0,156.710641414,156.21270202,157.208550505,76.1384141414,46.5672121212,160.963691919
2821,darwin wiggett,"Abraham Lake, Alberta. Darwin is one of Canada's best known photographers and has literally thousands of magazine and book credits to his name. Winner of the prestigious Travel Photographer of the Year in 2008, Darwin lives in Canada's Rocky Mountains, the scene for much of his work.",18.0,http://ecx.images-amazon.com/images/I/516J9JOpayL._QL70_.jpg,288.0,"[u'18', u'12 in.']","Ice Bubbles,",B016VGHQ9E,12.0,216.0,1.33333333333,2.0,128.955705706,148.70612012,170.864918919,105.700738739,81.2294354354,170.882192192
2822,camille seaman,,8.0,http://ecx.images-amazon.com/images/I/411tZVu%2BNjL._QL70_.jpg,800.0,"[u'8', u'18']","The Ice Crown, Antarctic Sound, Antarctica, February 2010,",B00E7GXYEC,18.0,144.0,5.55555555556,3.0,96.2916576577,107.964648649,123.552504505,109.057054054,78.4752162162,123.563126126
2823,camille seaman,,8.0,http://ecx.images-amazon.com/images/I/41OHo23Z5cL._QL70_.jpg,800.0,"[u'8', u'18']","The Ice Fortress, Antarctic Peninsula, December 2008,",B00E7GXLLS,18.0,144.0,5.55555555556,3.0,63.2077477477,74.8472162162,92.7862882883,102.986630631,97.111036036,92.7876486486
2824,camille seaman,,8.0,http://ecx.images-amazon.com/images/I/41O42Xntk2L._QL70_.jpg,800.0,"[u'8', u'18']","Iceberg Alley Detail, Antarctic Sound, Antarctica, February 2010,",B00E7GXUTQ,18.0,144.0,5.55555555556,3.0,98.921990991,109.649936937,121.556027027,107.044702703,74.0447027027,121.624189189
2825,camille seaman,,8.0,http://ecx.images-amazon.com/images/I/41VOqn-n2tL._QL70_.jpg,800.0,"[u'8', u'18']","Iceberg Alley Detail, Antarctic Sound, Antarctica, February 2010,",B00E7GX7GM,18.0,144.0,5.55555555556,3.0,106.816459459,112.245063063,118.587936937,82.7461261261,69.6078828829,119.821333333
2826,camille seaman,,8.0,http://ecx.images-amazon.com/images/I/41YI0jaoZpL._QL70_.jpg,800.0,"[u'8', u'18']","Iceberg Alley, Antarctic Sound, Antarctica, February 2010,",B00E7GY2UW,18.0,144.0,5.55555555556,3.0,103.059387387,110.547279279,123.190378378,106.505234234,60.9807477477,123.605135135
2827,mike grandmaison,"'Iceberg at Dusk' by Mike Grandmaison Eastport, Newfoundland. Canada Icebergs are one of the most awesome sights we can behold. Twice now I have been able to view these 10,000-year-old glacial giants in Iceberg Alley, an area stretching from the coast of Labrador to the northeast coast of the island of Newfoundland. Most of the icebergs that reach the North Atlantic come from 100 major glaciers in Greenland while the others come from glaciers in northern Ellesmere Island. About 40,000 icebergs calf from these glaciers to migrate to the cold arctic seas. Despite their arrival every spring, year after year we continue to be amazed at the site of icebergs which come in any number of sizes and shapes. While you can view them from the shoreline, I prefer to explore them from the boat of a private guide. I photographed this particular iceberg from the shore on three separate occasions within a 12 hour period. On the last outing, the iceberg literally crumbled in front of our eyes, a sight I had neither expected nor expect to ever see again. What an experience! Giclé photographic print Printed on Hahnemühle German Etching fine art archival paper Laminated Signed & numbered, limited to 15 Certificate of Authenticity included All materials are archival Prints are securely packed and rolled into a wide tube for safe shipping. Insured courier service is included for all patrons.",20.0,http://ecx.images-amazon.com/images/I/41hbBKSJIGL._QL70_.jpg,1050.0,"[u'20', u'30', u'0.1 in.']","'Iceberg at Dusk' by Mike Grandmaison,",B01E3MTROK,30.0,600.0,1.75,2.0,153.475359281,155.628251497,197.886371257,119.124461078,94.5657065868,211.096874251
2828,camille seaman,,15.0,http://ecx.images-amazon.com/images/I/31ZYZUDTbUL._QL70_.jpg,900.0,"[u'15', u'23']","Iceberg at Sunset - West Greenland, August 2009,",B00E7GZ4T0,23.0,345.0,2.60869565217,3.0,31.0106606607,36.3783483483,44.9438018018,100.424750751,134.549501502,48.9472792793
2829,camille seaman,,15.0,http://ecx.images-amazon.com/images/I/41b4aT2dwzL._QL70_.jpg,900.0,"[u'15', u'23']","Iceberg Detail, Cape Bird, Antarctica, December 25, 2006,",B00E7GZWLA,23.0,345.0,2.60869565217,3.0,86.5115963855,92.2878614458,92.7518012048,76.6116746988,38.2833915663,94.6304096386
2830,camille seaman,,15.0,http://ecx.images-amazon.com/images/I/41%2BK1eFJapL._QL70_.jpg,900.0,"[u'15', u'23']","Iceberg in Green Water - Qassiarsuq, Greenland, September 2009,",B00E7GYYT6,23.0,345.0,2.60869565217,3.0,94.8297057057,105.273753754,113.38781982,109.047975976,69.5358618619,113.611777778
2831,camille seaman,,15.0,http://ecx.images-amazon.com/images/I/41k1OzH0OZL._QL70_.jpg,900.0,"[u'15', u'23']","Iceberg in the Evening III (three), East Greenland, August 27, 2006,",B00E7H0B4C,23.0,345.0,2.60869565217,3.0,94.4674174174,87.9644084084,82.0881021021,54.5573513514,41.9182042042,97.2448228228
2832,camille seaman,,15.0,http://ecx.images-amazon.com/images/I/41bjuezzdGL._QL70_.jpg,900.0,"[u'15', u'23']","Iceberg Pointing Up - Northwest Greenland, September 2009,",B00E7GYBR6,23.0,345.0,2.60869565217,3.0,77.6164504505,98.9955255255,128.380432432,107.608474474,118.879231231,128.57415015
2833,camille seaman,,8.0,http://ecx.images-amazon.com/images/I/41rt%2BVVNWaL._QL70_.jpg,800.0,"[u'8', u'18']","Iceberg Reflected, Qassiarsuk, Southern Greenland, September 2009,",B00E7GXOV0,18.0,144.0,5.55555555556,3.0,95.0656756757,108.74663964,120.316486486,108.05509009,78.1188558559,120.572810811
2834,sean nolan,"Life/Water. Images of Eastern Greenland. Taken between 70degrees and 80 degrees, north latitude, in a world on the cusp of immense change, this new work offers a glimpse of a place of majesty, magic and reflection. Colors, hues and textures abound with intensity in a world where tremendous pressures and forces converge: sea and sky, earth and ice, life and water. Even in this harsh environment of fractured ice, ancient fjords carved by massive glaciers, and vicious storms, life abounds and thrives. The far North is both demanding and fragile, the network of currents lying beneath itÕs surface supporting not only local life, like the polar bears of Svalbard or the dwarf birch trees of Greenland, but impacting all life on the planet.",20.0,http://ecx.images-amazon.com/images/I/514qnoL7MbL._QL70_.jpg,750.0,"[u'20', u'30 in.']","Iceberg Reflection, Greenland,",B00GNOSPO0,30.0,600.0,1.25,2.0,146.588331288,148.465447853,153.221484663,89.9088527607,27.0075030675,156.197030675
2835,sean nolan,"Life/Water. Images of Eastern Greenland. Taken between 70degrees and 80 degrees, north latitude, in a world on the cusp of immense change, this new work offers a glimpse of a place of majesty, magic and reflection. Colors, hues and textures abound with intensity in a world where tremendous pressures and forces converge: sea and sky, earth and ice, life and water. Even in this harsh environment of fractured ice, ancient fjords carved by massive glaciers, and vicious storms, life abounds and thrives. The far North is both demanding and fragile, the network of currents lying beneath itÕs surface supporting not only local life, like the polar bears of Svalbard or the dwarf birch trees of Greenland, but impacting all life on the planet.",30.0,http://ecx.images-amazon.com/images/I/41FoGC9VY9L._QL70_.jpg,750.0,"[u'30', u'20 in.']","Iceberg Sunrise Reflection, Greenland,",B00GNORHWG,20.0,600.0,1.25,2.0,118.507817694,129.109758713,151.64383378,118.560975871,75.3695174263,152.193383378
2836,sean nolan,"Life/Water. Images of Eastern Greenland. Taken between 70degrees and 80 degrees, north latitude, in a world on the cusp of immense change, this new work offers a glimpse of a place of majesty, magic and reflection. Colors, hues and textures abound with intensity in a world where tremendous pressures and forces converge: sea and sky, earth and ice, life and water. Even in this harsh environment of fractured ice, ancient fjords carved by massive glaciers, and vicious storms, life abounds and thrives. The far North is both demanding and fragile, the network of currents lying beneath itÕs surface supporting not only local life, like the polar bears of Svalbard or the dwarf birch trees of Greenland, but impacting all life on the planet.",20.0,http://ecx.images-amazon.com/images/I/31ARnQZSNtL._QL70_.jpg,750.0,"[u'20', u'30 in.']","Iceberg Wishbone, Greenland,",B00GNOSWAM,30.0,600.0,1.25,2.0,225.810407407,219.442858025,211.015530864,20.1242407407,17.2803271605,226.099845679
2837,camille seaman,,15.0,http://ecx.images-amazon.com/images/I/41z%2BavvbZIL._QL70_.jpg,900.0,"[u'15', u'23']","Iceberg with Clouds - Ummannaq, Greenland, September 2009,",B00E7GYPT0,23.0,345.0,2.60869565217,3.0,86.9081141141,85.1586306306,90.1553573574,100.317717718,49.3565525526,95.5007447447
2838,camille seaman,,8.0,http://ecx.images-amazon.com/images/I/41Tdf8L9euL._QL70_.jpg,800.0,"[u'8', u'18']","Iceberg with Yellow Sky, Antarctic Sound, Antarctica, February 2010,",B00E7H1BY6,18.0,144.0,5.55555555556,3.0,72.2204954955,78.0424954955,85.8683873874,99.7942702703,70.4556486486,89.5244684685
2839,camille seaman,,15.0,http://ecx.images-amazon.com/images/I/41yzVXhmZVL._QL70_.jpg,900.0,"[u'15', u'23']","Icebergs Floating By, East Greenland, August 23, 2006,",B00E7H079Q,23.0,345.0,2.60869565217,3.0,46.0841261261,49.5066066066,50.7182762763,68.9349489489,28.0678498498,51.5218198198
2840,joel degrand,"China Photographs from my book titled ""Mysteries of China"" published in 2008.",20.0,http://ecx.images-amazon.com/images/I/41JLmyPA0VL._QL70_.jpg,3500.0,"[u'20', u'24', u'0.3 in.']","Icon, Beijing, China,",B00J3ENFAG,24.0,480.0,7.29166666667,3.0,51.7160542169,39.7156746988,30.3509578313,55.1519277108,95.7305903614,51.8431024096
2841,lorenzo laiken,Who is that Masked Man? Specs: CAPTION IS PART OF PRINTED PIECE. Signed and Numbered. Edition limited to 25. Printed on acid-free archival paper. Ships insured. Ask about other size prints.,16.0,http://ecx.images-amazon.com/images/I/41tSUcfgXDL._QL70_.jpg,470.0,"[u'16', u'20', u'0.1 in.']","Identity Crisis,",B00GWWYBBY,20.0,320.0,1.46875,2.0,184.985472637,170.927189055,162.866626866,40.7130845771,50.0400597015,185.731855721
2842,kalliope amorphous,"Kalliope Amorphous | Limited Edition of 5 | Fine Art Photography | 16 x 24 In | Mixed Signals: The Art Of Glitch Mixed Signals is a series of photographs exploring the entropy of digital media. Through the manipulation and corruption of high definition television broadcast signals, I force commercials, talk shows, and infomercials to break form at specific moments, subverting their message and capturing the painterly beauty of their decay and disintegration. A blend of glitch art, generative art, and photography, this series highlights the beauty of errors and brokenness which can emerge from the world of airbrushed, high definition imagery. Through the careful invocation of flaws, surreal narratives emerge from the chaotic breakdown of facade.",16.0,http://ecx.images-amazon.com/images/I/51g7-0SxpfL._QL70_.jpg,5000.0,"[u'16', u'0.1', u'24 in.']","Idolized,",B00UBYTGPK,24.0,384.0,13.0208333333,4.0,132.91688024,109.264832335,117.60691018,87.5561497006,87.7042215569,141.503347305
2843,richard dykes alexander,"Victorians took their literature very seriously, and enjoyed paying homage to it by playing dress-up, or illustrating key passages or scenes. This one, shows Lady Elaine in a scene from Idylls of the King, The story of the Arthurian legend, by Poet Laureate, Alfred Lord Tennyson. This photograph came from a collector's photographs album, and there is another picture ( included in this purchase ) on the flip side.",7.75,http://ecx.images-amazon.com/images/I/51eAG9TkwgL._QL70_.jpg,2200.0,"[u'7.75', u'6.5 in.']","Idylls of the King-Elaine (Mary Dalzell),",B00PM1ADH2,6.5,50.375,43.6724565757,4.0,140.255859238,125.395108504,110.839571848,32.622340176,97.1311964809,140.272334311
2844,alberto giuliani,Iguazù Falls. Rainbow and birds. Argentina 2008.Colors geometric figures,23.62,http://ecx.images-amazon.com/images/I/51YNDlR7M3L._QL70_.jpg,2500.0,"[u'23.62', u'35.43', u'0.2 in.']","Iguazù Falls. Rainbow and birds. Argentina 2008.,",B00OPCZ3X8,35.43,836.8566,2.98736964015,3.0,146.421353293,162.661688623,166.136946108,75.4811257485,56.5116407186,172.854652695
2845,nicola cicognani,"mechanic,red and white wall",15.75,http://ecx.images-amazon.com/images/I/51L8flymUfL._QL70_.jpg,2800.0,"[u'15.75', u'23.62', u'0.2 in.']","il negozio del meccanico,",B00OZY7IXE,23.62,372.015,7.52657822937,3.0,191.675663664,143.522384384,132.707723724,17.0228348348,92.5898198198,191.760972973
2846,renato marcialis,Tangerines photographed like a painting,17.72,http://ecx.images-amazon.com/images/I/51j-HMVc%2BZL._QL70_.jpg,2800.0,"[u'17.72', u'23.62', u'0.2 in.']","Il Sole a Spicchi,",B00P04TOVW,23.62,418.5464,6.68981981448,3.0,55.0031276596,41.0310212766,25.9485478723,16.3416648936,106.340191489,55.1548085106
2847,renato marcialis,Oranges photographed like a painting,17.72,http://ecx.images-amazon.com/images/I/51aU1XFiViL._QL70_.jpg,2800.0,"[u'17.72', u'23.62', u'0.2 in.']","Il Sole Della Sicilia,",B00P04UJ7K,23.62,418.5464,6.68981981448,3.0,54.5332234043,39.6965319149,25.1625159574,18.9207978723,122.005234043,54.8677393617
2848,john vlahakis,Landscape photograph of basaltic rocks and ocean taken in Iceland.,16.0,http://ecx.images-amazon.com/images/I/41Jx-pNVP4L._QL70_.jpg,900.0,"[u'16', u'24 in.']","Illuminations I,",B00KB5JNIO,24.0,384.0,2.34375,3.0,85.1734234234,90.2763003003,94.5714834835,94.1987147147,44.7593513514,95.0548768769
2849,jon glaser,"I took this photograph at Lake Moraine in Banff National Park. It was a cold and cloudy day at the lake. The turquoise blue color of the lake reflected the snow covered mountains behind it. The green tree forest created a nice additional element to the scene on the right side of the image. On the left side of the landscape picture, the granite can be seen and shows the test of time while glaciers carved thru them. All images are available in the following sizes: 13x19 unframed on Luster photographic paper - 17x25 unframed on Luster photographic paper - 20x30 Printed on Metallic and Mounted on Plexiglass -$1100 Limited to 9 Artist Proof editions in a particular size. They will be signed and numbered on the back of the image. I print all images using the latest technology, the highest-quality papers, and newest archival inks. Additionally, I include a 5mm white border to ensure proper handling that eliminates the potential for fingerprints.",16.0,http://ecx.images-amazon.com/images/I/51TUTrWrRZL._QL70_.jpg,470.0,"[u'16', u'24', u'0.1 in.']","Imaginary Waters,",B00E875C9U,24.0,384.0,1.22395833333,2.0,123.398648649,136.75775976,141.739915916,94.4819219219,45.1512072072,144.267453453
2850,jon glaser,"I took this photograph at Lake Moraine in Banff National Park. It was a cold and cloudy day at the lake. The turquoise blue color of the lake reflected the snow covered mountains behind it. The green tree forest created a nice additional element to the scene on the right side of the image. On the left side of the landscape picture, the granite can be seen and shows the test of time while glaciers carved thru them. All images are available in the following sizes: 13x19 unframed on Luster photographic paper - $150 17x25 unframed on Luster photographic paper - $250 20x30 Printed on Metallic and Mounted on Plexiglass -$1100 Limited to 9 artist proof editions in a particular size. They will be signed and numbered on the back of the image. I print all images using the latest technology, the highest-quality papers, and newest archival inks. Additionally, I include a 5mm white border to ensure proper handling that eliminates the potential for fingerprints.",24.0,http://ecx.images-amazon.com/images/I/41Nsu0o4LrL._QL70_.jpg,470.0,"[u'24', u'17', u'0.1 in.']","Imaginary Waters II,",B00EEPU7XC,17.0,408.0,1.15196078431,2.0,128.553393393,145.182018018,162.380888889,106.312864865,58.8523603604,162.617093093
2851,steve pomerantz,Ticket to ride.,16.0,http://ecx.images-amazon.com/images/I/416Le3VrfTL._QL70_.jpg,700.0,"[u'16', u'20', u'1 in.']","Imperfect,",B00YNO36E6,20.0,320.0,2.1875,3.0,63.731835,62.479265,70.559125,109.407405,95.407465,78.01341
2852,richard buchbinder,"Motion photograph of grasses, lavender lupine, blue lupine and stream.",16.0,http://ecx.images-amazon.com/images/I/41HkveyR5hL._QL70_.jpg,475.0,"[u'16', u'24 in.']","Impressionist Visits New Zealand,",B00GMU4YFE,24.0,384.0,1.23697916667,2.0,168.89563964,169.986216216,167.792036036,75.638012012,65.7808948949,190.236228228
2853,neil folberg,"Signed, titled, dated and edition 1 of 40 on print recto.",24.0,http://ecx.images-amazon.com/images/I/51eanhrCZ-L._QL70_.jpg,2750.0,"[u'24', u'20 in.']","In Front Of The Mirror, After Morisot,",B00E59G272,20.0,480.0,5.72916666667,3.0,147.295603645,120.532173121,104.393252847,35.4652710706,91.7751845103,149.483617312
2854,yuko ishii,,12.0,http://ecx.images-amazon.com/images/I/61JGnE93LfL._QL70_.jpg,550.0,"[u'12', u'1.5', u'12 in.']","In My Hand - American Goldfinch,",B012EJTHAI,12.0,144.0,3.81944444444,3.0,93.6096008065,67.3519758065,46.0373266129,25.5365040323,160.710141129,93.7554153226
2855,osheen harruthoonyan,"Sepia, gold, selenium toned gelatin silver print on Ilford multigrade paper. Photographed with Sinar 4x5 camera on Ilford HP5 film. Hand printed and toned in a traditional wet darkroom.",22.8,http://ecx.images-amazon.com/images/I/51%2BfjGVuDIL._QL70_.jpg,1168.63,"[u'22.8', u'17.7 in.']","In Passing,",B0191BFW8S,17.7,403.56,2.895802359,3.0,93.6939037975,93.6939037975,93.6939037975,0.0,0.0,93.6939037975
2856,fikry botros,"A young child left alone, playing in the contents of his parents' cart, at the New Delhi market",12.0,http://ecx.images-amazon.com/images/I/51oHgc5nm%2BL._QL70_.jpg,420.0,"[u'12', u'18', u'0.1 in.']","In search of happiness,",B00F8UGSFS,18.0,216.0,1.94444444444,2.0,130.688516517,107.49806006,85.3049189189,20.04403003,106.521009009,130.798306306
2857,shumon saito,,12.0,http://ecx.images-amazon.com/images/I/41SfzkBVQ7L._QL70_.jpg,288.0,"[u'12', u'18 in.']","In The Fog,",B016VGLZWI,18.0,216.0,1.33333333333,2.0,150.310750751,122.461441441,149.987447447,146.146558559,81.2022942943,168.037135135
2858,sylwia makris,Sylwia Makris | In the search of the Divine XVI | Limited Edition of 15 | Fine Art Photography | 90 x 90 cm,35.43,http://ecx.images-amazon.com/images/I/41GsAZbx6pL._QL70_.jpg,2000.0,"[u'35.43', u'0.08', u'35.43 in.']","In the Search of the Divine XVI,",B00K23UDIY,35.43,1255.2849,1.59326380808,2.0,32.639764,27.374948,23.470432,26.497144,75.311788,32.659104
